record_origin,task_type,project_section,run_name,model_family,model_name,group_name,strategy_name,target,target_column,class_0_label,class_1_label,source_file,source_mtime_utc,output_dir,source_data_path,source_data_path_inferred,n_samples,n_features,train_size,val_size,test_size,train_original_size,train_generated_size,test_original_size,test_generated_size,auc,auprc,positive_rate,auprc_lift,acc,accuracy,balanced_accuracy,precision,recall,specificity,f1,log_loss,brier,r2,rmse,mae,tn,fp,fn,tp,chosen_threshold,train_loss,hyperparam_search_enabled,hyperparam_search_scoring,hyperparam_search_best_score,hyperparam_search_best_params,high_pain_recall_at_4,high_pain_precision_at_4,high_pain_f1_at_4,high_pain_subset_mae_at_4,high_pain_recall_at_5,high_pain_precision_at_5,high_pain_f1_at_5,high_pain_subset_mae_at_5
metrics_json,regression,models,latent_pain_raw,latent_pain,latent_pain_latent_patient_bias,latent_patient_bias,latent_patient_bias,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/raw/latent_patient_bias/metrics.json,2026-05-11T10:52:57.865531+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/raw/latent_patient_bias,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,64,2143,268,268,,,,,0.6841817186644772,0.20726900448824895,0.026119402985074626,7.935441886121532,0.9701492537313433,0.9701492537313433,0.49808429118773945,0.0,0.0,0.9961685823754789,0.0,,,0.3524760991279955,0.9399290368200779,0.5439930389725096,260,1,7,0,4.0,,,,,,0.0,0.0,0.0,3.255630847724943,0.0,0.0,0.0,6.462035377302145
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_all_pain_bias_adjusted_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/bias_adjusted_score/metrics.json,2026-05-11T12:42:26.198481+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/bias_adjusted_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.722495894909688,0.08060923898625727,0.026119402985074626,3.086182292616707,0.291044776119403,0.291044776119403,0.6360153256704981,0.03553299492385787,1.0,0.2720306513409962,0.06862745098039216,,,0.08533967638986795,1.1171129461887108,0.8314404558238242,71,190,0,7,0.8695295959086278,,,,,,1.0,0.03553299492385787,0.06862745098039216,3.694154163320058,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_all_pain_direct_score_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/direct_score_pred/metrics.json,2026-05-11T12:42:24.138304+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/direct_score_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7859879584017515,0.13789951734883898,0.026119402985074626,5.27958152135555,0.7723880597014925,0.7723880597014925,0.6746031746031746,0.06451612903225806,0.5714285714285714,0.7777777777777778,0.11594202898550725,,,0.09312249069607637,1.1123500542485043,0.838216052810254,203,58,3,4,1.304839785603797,,,,,,0.5714285714285714,0.06451612903225806,0.11594202898550725,3.567109055408625,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_all_pain_latent_z_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/latent_z_pred/metrics.json,2026-05-11T12:42:28.006636+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/latent_z_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7520525451559934,0.11426849555101684,0.026119402985074626,4.374850972524645,0.27611940298507465,0.27611940298507465,0.6283524904214559,0.03482587064676617,1.0,0.2567049808429119,0.0673076923076923,,,,,,67,194,0,7,-0.40220352310072593,,,,,,1.0,0.03482587064676617,0.0673076923076923,,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_all_pain_predicted_latent_mean_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/predicted_latent_mean_score/metrics.json,2026-05-11T12:42:24.370324+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_all_pain/predicted_latent_mean_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7391899288451013,0.07773505799875599,0.026119402985074626,2.976142220523801,0.22388059701492538,0.22388059701492538,0.6015325670498084,0.03255813953488372,1.0,0.20306513409961685,0.06306306306306306,,,0.08561026389990245,1.11694769403883,0.8314786565709196,53,208,0,7,0.875,,,,,,1.0,0.03255813953488372,0.06306306306306306,3.6860349111578437,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_up_to_target_day_bias_adjusted_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/bias_adjusted_score/metrics.json,2026-05-11T12:42:32.275003+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/bias_adjusted_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.4542966611932129,0.041411513795598605,0.026119402985074626,1.5854693853172037,0.1865671641791045,0.1865671641791045,0.4433497536945813,0.02262443438914027,0.7142857142857143,0.1724137931034483,0.043859649122807015,,,0.043527747350468826,1.1423609591124448,0.8452312774517338,45,216,2,5,1.0156310602359635,,,,,,0.7142857142857143,0.02262443438914027,0.043859649122807015,3.8283523102038712,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_up_to_target_day_direct_score_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/direct_score_pred/metrics.json,2026-05-11T12:42:29.990806+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/direct_score_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7859879584017515,0.13789951734883898,0.026119402985074626,5.27958152135555,0.7723880597014925,0.7723880597014925,0.6746031746031746,0.06451612903225806,0.5714285714285714,0.7777777777777778,0.11594202898550725,,,0.09312249069607637,1.1123500542485043,0.838216052810254,203,58,3,4,1.304839785603797,,,,,,0.5714285714285714,0.06451612903225806,0.11594202898550725,3.567109055408625,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_up_to_target_day_latent_z_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/latent_z_pred/metrics.json,2026-05-11T12:42:34.131162+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/latent_z_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7033388067870826,0.058072696812519614,0.026119402985074626,2.2233546779650366,0.26492537313432835,0.26492537313432835,0.6226053639846744,0.03431372549019608,1.0,0.24521072796934865,0.06635071090047394,,,,,,64,197,0,7,-0.2873890555708778,,,,,,1.0,0.03431372549019608,0.06635071090047394,,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_pca_up_to_target_day_predicted_latent_mean_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/predicted_latent_mean_score/metrics.json,2026-05-11T12:42:30.414843+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/pca_up_to_target_day/predicted_latent_mean_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.6513409961685823,0.040122912685150725,0.026119402985074626,1.536134371374342,0.5074626865671642,0.5074626865671642,0.6776135741652982,0.043795620437956206,0.8571428571428571,0.49808429118773945,0.08333333333333333,,,0.05043904443806313,1.1382262285816074,0.8417570198761115,130,131,1,6,1.041312149614753,,,,,,0.8571428571428571,0.043795620437956206,0.08333333333333333,3.7928582120166348,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_weighted_clinical_pain_bias_adjusted_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/bias_adjusted_score/metrics.json,2026-05-11T12:42:39.191597+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/bias_adjusted_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7153804050355774,0.06721144918947208,0.026119402985074626,2.5732383403969314,0.9067164179104478,0.9067164179104478,0.5350301039956212,0.05,0.14285714285714285,0.9272030651340997,0.07407407407407407,,,0.05490014090916584,1.1355493520137525,0.8329482616534827,242,19,6,1,1.4961596148606684,,,,,,0.14285714285714285,0.05,0.07407407407407407,3.81439651268269,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_weighted_clinical_pain_direct_score_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/direct_score_pred/metrics.json,2026-05-11T12:42:36.159336+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/direct_score_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7859879584017515,0.13789951734883898,0.026119402985074626,5.27958152135555,0.7723880597014925,0.7723880597014925,0.6746031746031746,0.06451612903225806,0.5714285714285714,0.7777777777777778,0.11594202898550725,,,0.09312249069607637,1.1123500542485043,0.838216052810254,203,58,3,4,1.304839785603797,,,,,,0.5714285714285714,0.06451612903225806,0.11594202898550725,3.567109055408625,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_weighted_clinical_pain_latent_z_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/latent_z_pred/metrics.json,2026-05-11T12:42:41.191769+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/latent_z_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7936507936507936,0.08260815010751914,0.026119402985074626,3.1627120326878755,0.3358208955223881,0.3358208955223881,0.6590038314176245,0.03783783783783784,1.0,0.31800766283524906,0.07291666666666667,,,,,,83,178,0,7,1.6266552623135961,,,,,,1.0,0.03783783783783784,0.07291666666666667,,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_strict_weighted_clinical_pain_predicted_latent_mean_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/predicted_latent_mean_score/metrics.json,2026-05-11T12:42:37.267432+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/strict/weighted_clinical_pain/predicted_latent_mean_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.8029556650246306,0.07906927454097266,0.026119402985074626,3.027223653854382,0.3358208955223881,0.3358208955223881,0.6590038314176245,0.03783783783783784,1.0,0.31800766283524906,0.07291666666666667,,,0.06716334334308571,1.128158101438767,0.8277232262256643,83,178,0,7,0.9204732627757081,,,,,,1.0,0.03783783783783784,0.07291666666666667,3.731330954361755,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_all_pain_bias_adjusted_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/bias_adjusted_score/metrics.json,2026-05-11T12:42:07.404868+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/bias_adjusted_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.6841817186644772,0.20726900448824895,0.026119402985074626,7.935441886121532,0.9738805970149254,0.9738805970149254,0.5695128626163108,0.5,0.14285714285714285,0.9961685823754789,0.2222222222222222,,,0.3524760991279955,0.9399290368200779,0.5439930389725096,260,1,6,1,3.1910554136540705,,,,,,0.14285714285714285,0.5,0.2222222222222222,3.255630847724943,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_all_pain_direct_score_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/direct_score_pred/metrics.json,2026-05-11T12:42:05.148674+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/direct_score_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7493158182813355,0.2290089646969899,0.026119402985074626,8.767771791256184,0.9738805970149254,0.9738805970149254,0.5695128626163108,0.5,0.14285714285714285,0.9961685823754789,0.2222222222222222,,,0.4005373529064743,0.904374332974793,0.5299176625462704,260,1,6,1,3.0671719169908807,,,,,,0.14285714285714285,0.5,0.2222222222222222,3.101309656555181,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_all_pain_latent_z_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/latent_z_pred/metrics.json,2026-05-11T12:42:09.285029+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/latent_z_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.696223316912972,0.2079463002292244,0.026119402985074626,7.9613726373474485,0.9738805970149254,0.9738805970149254,0.5695128626163108,0.5,0.14285714285714285,0.9961685823754789,0.2222222222222222,,,,,,260,1,6,1,5.144028923012515,,,,,,0.14285714285714285,0.5,0.2222222222222222,,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_all_pain_predicted_latent_mean_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/predicted_latent_mean_score/metrics.json,2026-05-11T12:42:05.544708+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_all_pain/predicted_latent_mean_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.6956759715380405,0.2097539639196164,0.026119402985074626,8.030580332922456,0.9738805970149254,0.9738805970149254,0.5695128626163108,0.5,0.14285714285714285,0.9961685823754789,0.2222222222222222,,,0.3591670346184268,0.9350602317697524,0.5465199337833017,260,1,6,1,3.5217391304347827,,,,,,0.14285714285714285,0.5,0.2222222222222222,3.265907174024465,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_up_to_target_day_bias_adjusted_score,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_up_to_target_day/bias_adjusted_score/metrics.json,2026-05-11T12:42:13.657404+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_up_to_target_day/bias_adjusted_score,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.6409414340448824,0.12957061656823166,0.026119402985074626,4.960703605755155,0.9701492537313433,0.9701492537313433,0.5675971538040504,0.3333333333333333,0.14285714285714285,0.9923371647509579,0.2,,,0.30118996701260814,0.9764426268805158,0.5483621452376125,259,2,6,1,3.4097447815446094,,,,,,0.14285714285714285,0.3333333333333333,0.2,3.238730287261595,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_up_to_target_day_direct_score_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_up_to_target_day/direct_score_pred/metrics.json,2026-05-11T12:42:11.285201+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_up_to_target_day/direct_score_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.7493158182813355,0.2290089646969899,0.026119402985074626,8.767771791256184,0.9738805970149254,0.9738805970149254,0.5695128626163108,0.5,0.14285714285714285,0.9961685823754789,0.2222222222222222,,,0.4005373529064743,0.904374332974793,0.5299176625462704,260,1,6,1,3.0671719169908807,,,,,,0.14285714285714285,0.5,0.2222222222222222,3.101309656555181,,,,
metrics_json,regression,models,latent_pain_threshold_tuned,latent_pain,latent_pain_threshold_tuned,threshold_tuned_temporal_pca_up_to_target_day_latent_z_pred,threshold_tuned,术后第一天_静息痛,术后第一天_静息痛,,,models/latent_pain/outputs/threshold_tuned/temporal/pca_up_to_target_day/latent_z_pred/metrics.json,2026-05-11T12:42:15.497562+00:00,/home/maolab-data/disk1/jlli/pain_prediction/models/latent_pain/outputs/threshold_tuned/temporal/pca_up_to_target_day/latent_z_pred,/home/maolab-data/disk1/jlli/pain_prediction/data/processed/data_vectorized.csv,False,2679,,2143,268,268,,,,,0.6590038314176244,0.18582769598478469,0.026119402985074626,7.114546074846042,0.9738805970149254,0.9738805970149254,0.5695128626163108,0.5,0.14285714285714285,0.9961685823754789,0.2222222222222222,,,,,,260,1,6,1,4.0999632415204355,,,,,,0.14285714285714285,0.5,0.2222222222222222,,,,,
